timestamp,symbol,quantity,price,style,typeOption,stockName,stockSector,marketCap,InternalNum
2025-06-17 11:19:41.710866,TPL,167,1087.6,European,Put,Texas Pacific Land Corporation,Energy,25000986624,84
2025-06-17 18:33:42.089055,CDW,755,170.8,American,Put,CDW Corporation,Technology,22491797504,85
2025-06-16 20:32:42.490964,TPL,753,1087.6,European,Put,Texas Pacific Land Corporation,Energy,25000986624,86
2025-06-17 13:57:42.743329,ROST,719,129.05,European,Put,"Ross Stores, Inc.",Consumer Cyclical,42208514048,87
2025-06-17 18:04:44.457676,TER,482,86.43,European,Call,"Teradyne, Inc.",Technology,13865100288,88
2025-06-17 03:41:44.870777,EVRG,313,66.74,European,Call,"Evergy, Inc.",Utilities,15356273664,89
2025-06-17 18:35:45.551321,NEE,198,71.86,American,Put,"NextEra Energy, Inc.",Unknown,147933151232,90
2025-06-17 09:53:46.720342,TPL,72,1087.6,American,Put,Texas Pacific Land Corporation,Energy,25000986624,91
2025-06-16 21:30:48.680766,JBHT,410,139.09,American,Call,"J.B. Hunt Transport Services, I",Unknown,13796976640,92
2025-06-17 15:27:49.959453,TDG,994,1425.38,American,Call,Transdigm Group Incorporated,Industrials,80059457536,93
2025-06-16 23:34:50.328365,WSM,272,156.93,European,Call,"Williams-Sonoma, Inc.",Consumer Cyclical,19302074368,94
2025-06-16 23:02:51.659199,HIG,354,125.53,American,Put,"The Hartford Insurance Group, I",Financial Services,35663450112,95
2025-06-16 22:42:52.751417,JBL,119,196.89,American,Call,Jabil Inc.,Technology,21135157248,96
2025-06-17 10:42:53.171211,AMZN,726,214.82,American,Call,"Amazon.com, Inc.",Consumer Cyclical,2280615051264,97
2025-06-17 01:39:54.259575,VICI,826,32.32,European,Put,VICI Properties Inc.,Real Estate,34152867840,98
2025-06-17 04:40:55.507525,ANSS,972,336.79,American,Put,"ANSYS, Inc.",Technology,29609263104,99
